IPAddress,Describe,Time,Forgiveness,Morality,Tone,valenceThen_1,intensityThen_1,Valence Now,Intensity Now,revenge_1,revenge_1,revenge_1,revenge_1,revenge_1,Revenge,avoidance_1,avoidance_1,avoidance_1,avoidance_1,avoidance_1,avoidance_1,avoidance_2,Avoidance,benevolence_1,benevolence_1,benevolence_1,benevolence_1,benevolence_1,benevolence_1,Benevolence,age,gender
76.88.92.183,"We had a guest at our house who was living with us for an extended period of time for personal reasons.  He was a very cordial and friendly person who I have always known to be respectful toward others.  One of our neighbors took exception to him living with us and where he parked on the public street in front of our house.  Our neighbor confronted both our house guest as well as myself on separate occasions to convey her unreasonable and ridiculous demand that he park elsewhere.  The confrontation left me incredibly irritated and frustrated that our neighbor felt like she got to determine where everyone's house guests should get to park.  She even wrote an incredibly disrespectful letter which she sent to both myself as well as our HOA, which of course was dismissed completely because it was such an outlandish and ridiculous demand.",44409,No,5,2,1,6,2,4,1,1,1,1,1,1,6,3,6,5,2,5,3,4.285714286,4,6,5,4,5,5,4.833333333,53,Male
23.125.150.184,"A person that I was close friends with accused me of telling her boyfriend that she was cheating on him. I knew what she was doing was wrong but never did I tell on her or judge her for cheating on him. I eventually found out that her boyfriend  had implanted a recording device in the home they were living in and the car she was driving that told on her. The ex friend tried to come back to me and apologize but I never actually forgave her for accusing me, she told other people that I was the one that told which made them react to me differently. ","february, 2019",No,7,2,1,7,1,7,2,2,4,2,1,2.2,7,6,7,7,7,7,7,6.857142857,4,2,3,1,4,3,2.833333333,51,Female
107.131.103.199,"One of my best friends cut me and his other friends off when we were in high school to be with his girlfriend. He and I grew up together, so it was a huge blow having him completely cut me out of his life. I lost my best friend in the entire world. I remember the message he sent to our group chat that said he doesn't want to associate with us anymore. I never forgave him for what he did and still don't. They went on to be engaged, then married, then divorced within 3 years. He tried to come back and apologize, but I ignored him. ",42705,No,2,2,1,6,3,1,1,1,2,1,1,1.2,7,7,6,7,7,7,6,6.714285714,4,1,1,1,2,2,1.833333333,24,Male
65.73.99.89,"A friend I met on social media started to steal my content, ideas, and even replicated the way I wrote and talked and presented everything they copied as their own. My social media is used for work and my brand and I found that concerning. I tried to confront them but they took no ownership and responsibility.  They continued to copy all of my content even after I confronted them.  I ended up having to block them and go not contact with them.",44044,No,7,3,2,2,3,1,1,1,1,1,1,1,6,5,7,7,7,7,5,6.285714286,5,2,2,3,7,5,4,50,Female
107.136.156.36,"After graduating from college, it was customary for graduates to take a test before applying for jobs. A relative urged me to apply for jobs first. I followed the advice and it was a mistake. It hurt my chances of success in the career. I never forgave the person.",41974,No,6,1,2,4,2,4,3,2,5,2,4,3.2,7,2,7,6,5,6,5,5.428571429,4,3,2,3,3,2,2.833333333,48,Female
24.167.218.236,My ex-boyfriend broke my heart by cheating on me. He took me for granted and went in for another lady after I had given him all he wanted. This hurt me so much. I was emotionally traumatized by his attitude towards me.  I have not forgiven him for what he did to me and I hope he never crosses my lane ever in life anymore because I am going to deal with him very well.,42614,No,7,1,1,1,2,2,7,7,1,1,7,4.6,7,6,7,7,7,7,7,6.857142857,1,1,1,1,1,1,1,58,Female
184.75.51.122,"My ex best friend emotionally harmed me by violating my trust and I have not forgiven her, nor have I even spoke to her since the incident. She used to be my roommate and was being rude to me so I asked her why. She told me about things that happened that she would have no way of knowing about. I later found out that she violated my trust by going into my bedroom when I wasn't home, hacking into my iPad, and reading my text messages. The screen time app indicated that she spend 45 mintues/day for 1 week doing so.",45139,No,7,1,2,6,2,5,2,2,2,2,2,2,2,7,5,6,5,5,1,4.428571429,5,5,6,2,3,5,4.333333333,26,Non binary / Other
162.83.152.120,A person with whom I was in contact ghosted me and refused to follow up with my email exchanges. I'm not exactly sure why but I think it might have been related to something that someone said about me. I tried to call the person to see what was going on but the person refused to take my phone call.  ,44531,No,5,2,2,6,2,6,1,1,1,1,1,1,6,6,6,5,7,6,5,5.857142857,5,1,1,1,1,1,1.666666667,59,Female
173.18.218.185,"I recall just last year having a family member go behind my back and discuss my choice of a partner behind my back, laughing with her mother and sisters being that she was a favorite niece that I put ahead of my own children at times to help her. I was so emotionally broken and departed from her and family for good.",44805,No,7,1,1,7,3,3,1,4,6,1,4,3.2,7,7,7,6,7,7,6,6.714285714,4,1,1,1,6,1,2.333333333,55,Female
209.203.79.110,"In 2015, one of my graduate school friends decided that she didn't want to be my friend anymore. More specifically, she said we were at ""different phases of our lives"". It hurt a lot because it happened really close to my birthday and I thought we were good friends. I haven't talked to her since and it still it a sore spot when I think about it. We were such good friends.",42125,No,4,2,2,6,3,4,3,5,6,4,5,4.6,6,7,5,6,7,7,6,6.285714286,4,4,2,1,3,4,3,34,Male
70.187.168.147,One person used a racial slur towards me and jokingly would always say that my eyes were messed up. I would laugh it off and pretend to get along. I knew though that later in life I would far surpass him. I decided I wouldn't forgive him and kept it to myself. ,41214,No,6,2,2,7,2,6,3,6,7,4,5,5,3,5,7,4,4,3,4,4.285714286,1,1,1,4,4,3,2.333333333,27,Male
107.77.213.151,"It was a person that constantly bullied me in high school, due to the simple face he harmed me and made me feel like I did not deserve to live. It made me feel very vulnerable and it affected my self-worth It made me feel I was not worth everything and because of that I still don't forgive what that person did to this day. It made me feel like it harmed my self confidence.",42370,No,6,2,1,5,2,7,5,3,7,2,6,4.6,3,3,5,2,7,5,5,4.285714286,5,2,2,5,6,5,4.166666667,24,Male
104.228.63.101,"My mother used me to test prototype medication on as a child. I never consented, or wanted these meds used on me but I did not have a choice. She was paid by pharmaceutical companies for her compliance and then disowned me when she thought I would tell people about it.",From age 8 til 17,No,7,1,1,7,1,6,3,6,6,2,5,4.4,7,7,7,7,7,7,6,6.857142857,1,1,1,1,4,2,1.666666667,32,Male
76.34.9.153,"Recently I had to rent a room from someone I didn't know while I was finding a new place in a new area.  The woman took over 800 and made me leave after a week.  
If I hadn't had the kindness of a relative, to let me sleep on their couch I would have been homeless in my car.
It wasn't worth trying to sue her because we live in different states/
I have not forgiven this woman. It was emotionally cruel and theft. 
",45078,No,7,1,1,7,1,5,4,6,7,3,6,5.2,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,65,Female
71.104.70.92,"So this may not seem like a big deal, but an acquaintance of mine was in a pinch and needed some money so we struck up a deal where I would lend him the money and he would repay with quite a bit of interest, because he'd apparently be getting a large sum of money soon. Basically, he kept pushing it off, and eventually ghosted me and stopped responding to my messages. To this day I never got back a dime from him. I was really poor at the time and this was a huge deal to me. It made me lose faith in humanity, because I really thought he seemed like a great guy. It was months of me being led on like it may happen. It was $3000, which even to this day is a pretty huge amount of money for me. It put me in a terrible position and I'll never forget it. I was just a kid too, I think I was like 22 or something, and he was in his 30s. ",42095,No,6,2,1,5,2,4,4,7,7,4,5,5.4,2,5,7,2,4,4,1,3.571428571,1,3,1,1,2,1,1.5,31,Male
75.189.1.8,"A co-worker made a comment about my appearance as far as my weight. They asked me did I eat because I was small in size. This really hurt my feelings and made me feel less confident in my appearance. I kept my distance from that person. I also stayed covered up, wearing a jacket even when it wasn't cold.","September, 2019",No,4,4,1,7,3,5,1,1,4,1,1,1.6,7,5,6,7,7,7,5,6.285714286,4,4,4,4,4,4,4,44,Female
100.2.51.67,"When I was 18 or 19, I went out on a first date with a guy I met in college. Despite being kind and respectful when picking me up at my home, when at the movie theatre he tried to grope me. I felt uncomfortable and feel like he hurt me emotionally and physically. I never saw or spoke to him again after that day.",41395,No,7,1,2,7,1,6,5,6,6,4,6,5.4,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,31,Female
97.132.76.51,I was darting someone and they stopped talking to me and when I asked about it they said I was not someone they wanted in their life. I was devastated and could not forgive or talk to this person again. It was very hurtful and made me feel blue for a few weeks. ,43344,No,3,2,2,6,4,3,2,2,2,1,1,1.6,6,6,6,7,4,7,6,6,5,3,2,2,6,2,3.333333333,40,Male
35.150.183.1,"I was emotionally and physically abused by my ex boyfriend for six years. It definitely got much worse, but I remember the first time he physically hurt me. We were in my college dorm room and he got mad at me for some reason. I didn't want him to hug or kiss me since we were arguing, and he didn't like that. He finally had enough and grabbed the chair I was sitting in, threw it and me up against the wall, and punched me in the arm.",41487,No,7,1,1,7,1,6,1,5,7,1,5,3.8,7,5,7,7,7,7,7,6.714285714,1,1,1,1,2,1,1.166666667,32,Female
70.93.248.38,"My mother stopped loving me around the time I became a drug addict 11 years ago. We used to talk on the phone every day for an hour at least - I can't remember the last time we spoke on the phone. It's been years. We just text these days. I haven't seen her in years. She's 71, and I'm 47. I have HIV and Cancer. Time is ticking for both of us. But the past event I wanted to shared happened 9 years ago when I attempted suicide after seeing a Bob Dylan concert in Maui. It wasn't that I was so depressed I couldn't go on, it was that I knew when I got back to Seattle I was going to lose my apartment and be homeless, and I couldn't face that reality. Well, it happened, and I sank to my lowest point. And my mom did try to help me, and I took advantage of it, and she emailed me and told me I was scum, and that she wished I had been successful in Hawaii. It cut through the flesh and stung my heart like no other words. I'm no longer homeless, and my life is a million times better than it was at that lowest point, but I can never forgive her for what she said. Yes, I did wrong, but I didn't deserve that. Sorry for going over the allotted 4-6 sentences - I'm nothing if not verbose.",41852,No,5,1,1,7,2,6,1,1,1,1,1,1,6,4,4,5,3,5,4,4.428571429,6,7,7,3,4,3,5,47,Male
70.170.20.231,"My friend was drunk one night, and saying many bad things about me.  I confronted him, even though I knew he was drunk.  He hit me in the face, and we had to be separated by others. This was five years ago, and I haven't seen or spoken to him since. ","July, 2018",No,6,2,1,7,3,5,1,1,2,1,2,1.4,7,6,6,7,7,7,6,6.571428571,3,1,1,1,4,1,1.833333333,40,Male
73.66.52.142,One of my exes was emotionally abusive and a manipulator. I was only in a relationship with him for around 9 months but it was hell. I felt like all of my time was being used to fight his battles or console him when he did something wrong. He was emotionally immature and equally clueless about how the world works. Even now I don't feel like he knows how he affected me. Specifically I remember him holding me on a several hour phone call threatening to leave me unless I agreed to help him fight some people online he was beefing with.,Late 2019,No,5,1,1,6,1,3,2,4,3,2,3,2.8,7,7,6,7,7,7,6,6.714285714,1,2,1,2,2,2,1.666666667,27,Male
8.9.85.225,"honestly, a memory that perfectly describes this is getting cheated on by my first girlfriend. we dated for over 2 years and shared everything from great memories, to forgiveness to ups and downs of a relationship. The one time i truested her she cheated. I never forgave her and probaby never will.",44743,No,7,1,1,6,1,3,2,1,6,2,2,2.6,7,6,7,7,1,7,5,5.714285714,6,1,1,1,4,2,2.5,25,Male
50.86.7.252,My boss declined me for a promotion to regional sales manager. There was no basis other than it was personal and this hurt me deeply. I was an exemparly employee and deserved ti promition. However my manager has always been jealous of my work and personal life. I still to this day have not forgave him.,42309,No,5,2,2,5,3,4,1,1,1,1,1,1,5,3,7,5,2,2,5,4.142857143,3,1,4,3,2,1,2.333333333,57,Male
173.62.213.228,"I will never forgive my sister for the damage she has created in my life.  I never knew how it truly was until my other sister passed.  She has consistently betrayed me, rejected me, told stories about me, damaged property, attacked me, and on and on, she is nothing but a drug addict living in a basement.",43405,No,6,1,1,7,2,6,2,1,3,1,5,2.4,6,7,7,7,7,7,6,6.714285714,2,1,2,1,2,1,1.5,59,Female
97.154.116.231,I got into a fight with an ex friend while we were drinking and having a good time. He said some hurtful things that could not be taken back and i stopped talking and hanging out with him after that night. He tried to apologize but i never forgave him or saw him ever again.,"July, 2015",No,7,1,1,7,3,4,1,1,1,1,1,1,4,7,7,1,7,7,1,4.857142857,4,1,4,1,7,1,3,32,Male
67.252.55.175,"A few years ago I was preparing for a court appearance for my divorce. I was dressed and had my hair braided. A family member was taking me to the court appearance and when he saw me, told me I looked like a hore and asked if I was trying to pick the judge up? I was in a white blouse and casual pants, hair braided with nothing promiscuous about me. However, this family member expressed distasteful, hurtful, and harming words towards me which I have never forgiven them for.",42248,No,7,1,1,7,1,5,2,1,2,1,1,1.4,7,7,7,7,7,7,6,6.857142857,5,2,3,2,1,2,2.5,35,Female
155.190.20.7,"I had a ""best friend"" who had a history of lying and bullying. After my first boyfriend and I broke up, she began to talk to him all day, every day. My ex and I were still friends and he would send me screenshots of her messages begging to hook up with him. I confronted her and she lied to my face about it, even though I showed the proof I had. That was the last straw for me after several years of emotional and physical abuse endured by her.",42217,No,7,1,1,7,1,6,1,1,2,1,1,1.2,7,7,7,6,7,7,6,6.714285714,2,1,1,1,4,1,1.666666667,25,Female
71.87.76.201,My uncle told me that i was worthless because I didn't have a job and I failed out of college.  It made me feel so bad and I cried over it periodically over the next few days.  It made me grow to resent him and maybe even develop something close to hatred. It was embarrassing because he said it in front of my other family.,42005,No,5,1,1,7,2,5,2,1,1,1,1,1.2,7,6,3,7,6,6,6,5.857142857,3,3,4,2,4,2,3,31,Male
184.158.238.213,"I was at a dock near the river and a guy I had met a few days prior and was hanging out with pushed me into the water, I barely knew how to swim and the water was so murky I could not tell which way was up or down. I am lucky that I survived really.",43221,No,6,2,1,2,3,3,1,2,4,2,1,2,3,4,6,3,3,3,5,3.857142857,5,1,2,3,6,4,3.5,21,Male
73.100.84.60,"My ex fiance left me in the middle of the night without a lick of warning. He tried to pin the blame on me at the time, but later went on to tell me that he left me because he tried to kill me in my sleep. I spent a good bit of time thinking he was going to come back (not my best moment), and ended up losing a lot of things because of that faith I held in him. I realized a year or so in that he was lying to me about everything - his age, his past, etc. I haven't been able to forgive him, and I don't believe i ever will.",44136,No,7,1,1,7,1,7,1,1,1,1,1,1,7,3,7,7,7,4,6,5.857142857,3,1,2,1,4,2,2.166666667,25,Non binary / Other
209.122.39.150,I was harmed physically when I was in my early 40s. I was walking down my own street and a teenager threw a rock at me and knocked out my front teeth. I will never forgive the teenager because I had to go through major dental surgery and repair.,41093,No,6,1,1,7,1,5,6,6,6,5,6,5.8,5,3,6,5,6,5,6,5.142857143,2,2,2,2,1,2,1.833333333,57,Male
74.65.35.63,"I was in this toxic relationship with a female two years ago. She was physically and emotionally abusive. As a male I never retaliated or anything it was the worst time in my life. I could never forgive or forget because it's shaped me to be a colder person. It went from demeaning to physical punches, slaps, scrapes etc. This person reaches out a lot to catch up but I don't want to.",June 2021-,No,6,3,1,2,3,5,1,5,1,1,5,2.6,3,6,7,3,5,6,7,5.285714286,3,1,3,1,5,1,2.333333333,36,Male
73.100.141.184,"Several years ago, I had an acting teacher.  She was well-trained herself but had a lot of anger issues.  She would routinely and randomly insult and yell at her students - seemingly just as a power play.  A couple of times, she insulted me right in front of the entire class and twisted the facts to make me look and fell foolish in front of the class.  I left shortly thereafter, have never forgiven her, and am not in contact with her.","January, 2017",No,7,1,1,7,6,6,5,6,6,4,6,5.4,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,69,Male
108.237.25.131,"I had a new principal who had to decide between keeping me as a librarian -- a job I had had at that school for six years or a new assistant principal who was married to someone high up in the district. She chose to cut my job. To add insult to injury, she asked me for ideas on having a library program without a librarian. At the end of the year, she presented me with a pin for being in the district for 15 years. ",42856,No,7,2,1,7,2,6,2,5,5,2,3,3.4,7,6,7,5,7,7,7,6.571428571,3,1,1,1,2,2,1.666666667,61,Female
76.92.140.52,"When I helped who I thought was my best friend move into a place then a few weeks after he moved in he started ignoring me,We hung out every single day for 3 years until they finally got a place.Then a year later he had to move out and tried to hang out with me then told me I owe him.Then he got really wierd and started stalking me and wouldn’t leave me alone.I had to completely unfriend him.I moved away and didn’t tell him where ",44896,No,3,7,7,7,1,6,1,1,1,1,1,1,7,4,7,7,7,7,7,6.571428571,1,1,1,1,5,6,2.5,50,Female
68.193.53.231,Someone who I thought was a close friend ended up backstabbing me over something that I did not expect them to. We were supposed to be super close and I thought that I could trust them but they betrayed me. At first I was in denial about the situation probably because I didn't want to admit that I was so naive but I eventually was forced to accept that this person was not a true friend of mine. ,42217,No,6,2,2,5,3,3,2,4,3,2,2,2.6,6,7,7,7,7,5,6,6.428571429,2,1,1,1,5,1,1.833333333,33,Female
173.186.171.25,My brother went on a hateful rant after I called him out on starting fights around his daughter. He cursed and yelled and I don't remember much of what he but It was mostly him victimizing himself while verbally attacking me. This did hurt my feelings because the things he said were hurtful and uncalled for. It was the first time we'd had that sort of confrontation as he wasn't around much. ,"N/A, 2018",No,6,2,2,5,2,4,1,1,3,1,1,1.4,6,2,7,5,4,5,5,4.857142857,5,3,4,1,3,2,3,20,Female
172.59.137.178,"My former romantic partner became very intoxicated and assaulted me.  He threw me to the ground and attempted to punch me several times before he tripped and fell, knocking himself unconscious in his driveway.  I promptly packed my bags and left him there in the driveway.  He has since told people that I assaulted him and that I am crazy, something I will never forgive him for.",45170,No,7,1,1,7,1,6,1,2,7,1,2,2.6,7,7,7,7,7,7,7,7,1,1,1,1,2,1,1.166666667,45,Male
66.41.201.6,In November of 2019 I learned that the person I invested my retirement savings was a fraud and he stole my money and that of other women.  To make matters worse it was a man I dated for over three years.  Also to add to it I moved to another state.  All this was very emotionally upsetting and I am still suffering from it.,43770,No,7,1,1,7,3,5,2,4,7,3,5,4.2,7,7,7,4,7,7,7,6.571428571,3,1,1,1,3,4,2.166666667,59,Female
152.15.112.129,"I was in a car accident and hanging out at home while on mild main killers. My father had moved in randomly for 3 months and he left two days after the accident. My neighbor that I didn't really know, knocked on back door and when I answered, assaulted me after trying to discuss my father moving out. ",42430,No,7,1,1,7,1,7,1,1,1,1,1,1,7,4,1,7,6,7,6,5.428571429,1,1,1,6,1,1,1.833333333,42,Female
67.80.94.223,"I had a friend and his wife who gradually became mean people over the past 5 years. His wife was crazy and always angry from the start and then he began to turn into her. My friend constantly wanted to hang out with my family and I every day of every weekend. It was getting old and I wanted free time for my family to spend together and not always with other people. Whenever I told this friend we could not hang out, he would get made and ignore me for weeks at a time. Additionally, I found out that his wife said many nasty things about myself, my husband and my small children. I was really hurt so this past August I decided to tell them that I no longer wanted to be friends.",December 2018-August 2023,No,7,1,1,7,1,7,3,1,4,1,1,2,7,7,7,7,7,7,7,7,2,1,1,1,3,1,1.5,37,Female
72.231.133.181,"My sister emotionally harmed me when she started drama before my wedding. I have not forgiven her and do not speak to her. She was trying to get my other sister on her side and tried to cause tension between us for no reason. She was very angry with me for no reason. However, I think it was probably jealousy that I was getting married.",44440,No,7,1,1,5,1,6,1,1,4,1,1,1.6,7,4,7,7,7,7,7,6.571428571,7,4,4,1,4,1,3.5,32,Female
108.15.24.197,"I was playing in a cornhole tournament and thought one loud mouth  in particular was going to start something with my friend. I went outside when he did so I could help my friend if needed. I just stood there but the loudmouth got mad. I got into a fighting stance and asked him what he was gonna do about it. He pushed me (a sign of someoen who doesn't want to fight) and before I could hit him, people pulled him away. It made me SO angry that I didn't get to realiate and have never forgiven this person. ",44197,No,7,1,1,7,1,7,6,2,7,5,2,4.4,6,7,7,1,7,7,7,6,1,1,1,1,2,1,1.166666667,51,Male
108.211.232.66,"Several years ago, my best friend at the time harmed me greatly emotionally when he showed no concern for a major life change and emotional event in my life. Specifically, my fiancé at the time passed away, I was consequently temporarily homeless, and had to move back to the United States after living abroad with her for many years. I called my best friend to give me support and to spend time together as we had not been able to physically be in each other's presence for years. Instead, he chose to ignore me, treat me coldly, and not ask at all about my situation except to say that he didn't want to know ""bad"" stuff. He then focused all our subsequent conversations on himself and his new job he claimed would make him rich. ",42979,No,7,1,1,7,1,7,6,7,7,6,6,6.4,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,43,Male
165.225.39.117,"In my first week of college I was very nervous. I was from California and went to Wisconsin, and it was my first time away from home. I thought I made a friend for the first time and made me happy. However, it turns out they were making fun of me and it broke my heart. ",41883,No,6,1,2,6,1,7,2,2,7,5,7,4.6,7,1,7,6,7,6,6,5.714285714,2,1,2,2,1,7,2.5,28,Male
73.112.63.79,I was emotionally upset because after having a seizure I was told to leave a party. People did not understand it. I got a ride to the party from my aunt & told her I had a ride home. The person who said they would give me a ride home refused to do it. I had no idea that it happened until after it happened cause I don't know when seizures are happening. I never fogaved anyone cause I never saw anyone again. ,44044,No,6,3,2,5,3,5,2,3,4,2,3,2.8,5,3,4,3,6,7,3,4.428571429,2,3,4,5,5,5,4,63,Male
172.58.126.244,My ex used to belittle me constantly for being myself. Anytime I was happy about something or did literally anything he’d mock and ridicule me for it. I couldn’t do anything right in his eyes. He’d call me stupid and treat me like I was below him. And anytime I tried telling him these things made me upset he’d tell me I was overreacting or would get angry with me for trying to communicate with him. He never apologized or owned up to this behavior,March 2020 - December 2021,No,5,1,1,6,3,2,2,2,6,1,1,2.4,7,7,6,6,7,7,3,6.142857143,5,1,1,1,5,2,2.5,22,Female
96.245.183.99,The event where someone harmed me was when I was in high school. Some unhinged kid didn't like that I stood too close to them and started raising a fuss. I moved away and thought that would be the end of it. But this kid followed me as we were changing classes and pushed me down the stairs. ,"April, 2010",No,7,1,1,7,2,5,4,7,7,4,5,5.4,7,7,7,7,7,7,7,7,1,1,1,1,5,1,1.666666667,29,Male
97.97.38.72,"12/2023
I just had someone attack me emotionally yesterday and I will not forgive them for as long as i live.",45261,No,7,1,1,7,1,7,1,1,1,1,1,1,7,1,7,7,1,7,7,5.285714286,7,1,1,1,1,1,2,47,Female
71.94.8.27,I met a woman and started spending a lot of time with her. I had my own apartment that I shared with one other person but I started spending nights and weekends with this new woman in my life. I would keep up with my rent and check in with my roommate from time to time. On day I was going to get some items from my room and I couldn't get into my apartment. I rang the doorbell and my roommate answered. I asked why I was locked out. My roommate told me that my not being home as much has caused concern that I would stop paying rent. All of my personal items were moved from my room to the garage. I was being evicted by my roommate without cause. I never stay where I am not wanted so I went ahead and moved out of my apartment. ,"April, 2016",No,7,1,1,7,4,4,1,4,7,4,4,4,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,54,Male
76.110.71.79, I was interested in learning how to boat building. I remember writing this whole slideshow pitch deck for my father to use the money for college. I would get up everyday he had to work and explain how I could be successful in this field and he let me give this presentation for three months straight. Then one day my mom sat me down and told me the truth. The money I had been awarded had already been spent by the both of them for various things around the house they wanted fix. I have not forgiven him sense. For letting me waste my time like that.,"April, 2015",No,7,1,1,7,1,7,1,1,1,1,1,1,3,1,7,3,1,6,6,3.857142857,5,5,4,3,1,3,3.5,32,Male
50.158.11.181,"This situation happened a few years ago but still makes me feel very angry, my husband was working in a community clubhouse in a multi million dollar housing complex, he was the maintenance director.  By chance my husband asked me to check something on his phone, while doing so this Whatsapp message popped up, it was from a woman but I didn't think too much of it.   Later that evening my husband seemed to be spending an awful lot of time on his phone, it did look like he was trying to hide something as he made sure his phone was faced away from me.  I asked him who he was talking to and he pretended it was a  mutual friend of ours.  I eventually caught him talking to this woman, it has been going on behind my back for several months.  I asked him to give me his phone, he reluctantly did so, the messages i saw were all instigated by her, a woman in her 30's who was just playing games with my husband who was gullible enough to pretend he meant something to her, I think what makes me feel so angry is the fact that this woman was engaged to a doctor, he set her up in a multi million dollar home, apparently she could have whatever she wanted and decided to play games with someone else's marriage.",44197,No,7,1,1,7,1,6,6,6,6,5,6,5.8,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,64,Female
72.222.222.157,"In the chilling Fall of 2020, I attended a close friend's party at a remote cabin in the woods. The atmosphere was festive until a heated argument erupted between me and another guest. The disagreement escalated, and in a fit of rage, they physically harmed me. The incident left me deeply scarred, both emotionally and physically, creating a lasting trauma that lingered in the corridors of my mind.

Despite the passage of years, the wounds never fully healed, and forgiveness remained elusive. The memory of that night haunted my dreams, casting a long shadow over my relationships and sense of trust. They were remorseful but unable to undo the damage, sought redemption, yet the resentment within me persisted, a constant reminder of the pain I endured.", November 2020,No,7,1,1,7,1,6,1,1,4,1,1,1.6,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,33,Female
172.56.89.49,"A older woman very close to me was taken into my household due to her home destroyed by a storm. It started off ok. But being she had an incontinence problem, she hid her soiled garments. When I confronted her with the evidence to ask her to not do that anymore because it was unclean and causing our house to stink and would've caused damage. She denied and minimized the situation. It hurt terribly that she would disrespect me and my household so much. The relationship is permanently damaged. ",42948,No,7,2,1,7,3,3,2,1,2,1,1,1.4,4,1,6,5,3,5,5,4.142857143,6,5,6,4,3,3,4.5,69,Male
99.0.107.91,"I worked my way up in a manufacturing company to the point that I was a supervisor for three departments with about 50 employees, full time and temporary. Got along fine with all of them over the years until I made Supervisor then a few employees with a ""ring leader"" started to go to HR every time that they didn't agree with an assignment. The ring leader would march in and demand that I get fired because I was racist, HR would remind her all the time that I was not being racist but being fair to all in job assignments. Well one day someone had stuck a half full can of beer by desk and called HR saying I was drinking on the property, which was completely untrue. As they hauled me in my Manager over heard her and a couple other employees saying this was it I'm being fired. With that they received 3 to 10 days suspension and told I was in charge and if they didn't like it take a hike. over the course of the next couple months they slowly left the company some being driven out by HR. ",41699,No,7,2,1,7,2,7,4,2,7,3,5,4.2,7,7,7,7,7,1,7,6.142857143,1,1,1,1,1,1,1,62,Male
71.34.3.53,"That would be the time that my spouse referred to me as being a ""boy."" Their comment was meant to degrade me and was an attack on my self-esteem. ","July, 2020",No,7,1,4,2,7,1,1,1,4,4,1,2.2,7,7,7,7,4,7,7,6.571428571,1,4,2,2,7,1,2.833333333,60,Male
74.215.193.47,"This person was on the other side of a business transaction that I was assisting a client with. They were difficult to reach, and consistently didn't follow through with things that they were supposed to. I felt bullied. My client was put in a more difficult position because of this person's behavior, and I personally lost almost $1,000 in order to compensate my client for the other person's failings.",44378,No,6,1,1,7,2,6,1,4,5,1,1,2.4,7,5,7,7,5,6,7,6.285714286,3,1,5,4,3,4,3.333333333,59,Female
45.50.16.47,It was a stranger. I was riding my bike on a residential street. A car came around a blind corner. They cut the corner so sharply that they were in my lane. To avoid collision I hit the brakes and was forced into the curb. I was knocked off the bike. I only suffered some scrapes on my knee and hands. The driver continued on like nothing happened.,"October, 2019",No,7,1,1,7,3,2,1,3,5,1,4,2.8,7,7,7,4,7,7,7,6.571428571,1,1,1,1,5,1,1.666666667,52,Male
172.91.168.132,"Someone who harmed me emotionally  was a former boyfriend that I had. There are some different emotional/physical memories I could recall, but one in particular had to do with gaslighting and cheating. I had discovered that this person was cheating on me, and when I confronted them they very strongly denied it and attempted to gaslight me into believing that I was the one making it up/overreacting/etc. I have not been able to forgive them because this, along with other things, has caused me to have long term struggles and I can't bring myself yet to find forgiveness for this person who did not apologize at any point. ",42491,No,6,2,1,6,2,4,1,1,1,1,1,1,7,6,7,6,7,7,5,6.428571429,4,1,4,1,2,2,2.333333333,28,Female
75.3.77.175,"There was a woman that I met back in 2017 that I began to develop feelings for pretty quickly. We spent a large amount of time interacting with one another, and I felt that things were going well. One day I found out that she was in a relationship with another man, and she had neglected to inform me of this. I was hurt by this, and felt very betrayed. I never heard from or talked to her again after finding this out. I still to this day harbor ill feelings towards her because of her dishonesty and betrayal. ",42948,No,7,1,1,6,1,3,1,1,5,1,2,2,6,6,7,7,6,7,6,6.428571429,1,2,3,1,5,2,2.333333333,42,Male
198.209.162.173,I would say probably when a girl I was dating broke up with me. It hurt me emotionally and I never forgave them. Mostly because it felt like they were fake and had been lying the entire time we were together. Due to the seriousness of our relationship and whatnot I felt completely betrayed and will never forgive them. ,44896,No,6,4,2,6,3,4,3,3,5,3,3,3.4,4,6,6,6,2,6,5,5,4,2,3,2,3,2,2.666666667,31,Male
24.117.35.170,"Wow, this is going to be a tough one, because this really has not happened that much in my life. I guess within the last 10 years, the one that would come. The closest is that I had a work colleague, that was in a project with me, and when it was completed and successful, that person took all the credit for it. I was definitely upset, and have not really ever forgiven this person for what they did to me. Now that I'm thinking about it, it just gives me upset all over again.",43374,No,7,2,1,6,3,6,2,2,5,2,2,2.6,6,1,7,5,3,4,6,4.571428571,4,4,4,3,4,3,3.666666667,56,Male
