Condition,describe,timePerp,w,moral_1,dim_1,color_1,visualDetail_1,sound_1,smell_1,touch_1,taste_1,vivid_1,detail_1,comprehensible_1,complex_1,realistic_1,location_1,setting_1,spatialArrangementOb_1,spatialArrangmentPeo_1,time_1,year_1,season_1,day_1,hour_1,long_1,tone_1,implications_1,implicationsNow_1,felt_1,valenceThen_1,intensityThen_1,valenceNOw_1,intensityNow_1,thoughts_1,reveal_1,before_1,after_1,accuracy_1,oftenThought_1,oftenTALKED_1,age,Gender,Education,language,race,Problems,workerID,attnCheck
for,"I want to say it was about 6 years ago. I was seeing someone at the time and went out of town for a few days for a convention. When I got home she was in the house with another guy and they had clearly been there for a while. Naturally I started yelling and threatening the dude. This resulted in him just leaving and then a huge arguement with my girlfriend at which she berated me quite extensively. She left and went home to her parents house and officially broke up with me the next day. A few years later she called me up and appologized and i decided to just let it be water under the bridge. it was awkward for a while but eventually we went back ot being good friends,",14-Apr,Yes,7,7,7,7,6,1,1,1,7,7,7,4,6,7,7,7,7,7,7,7,7,7,3,1,7,5,7,1,7,2,5,7,1,7,2,1,4,2,34,Male,Some College,English,African American/Black,,A6MWJK1YEY5L2,Yes
for,"My girlfriend and I broke up fairly early in our relationship, initially. We ended up getting back together after being friends for a few months. We talked about what happened between us, and she apologized, she left when I needed her, but she didn't leave me for anyone. She simply didn't know how to handle me, which is completely fine, and we've worked everything out, and have been together for over a year and a half since.",18-Jul,Yes,2,6,6,5,3,1,1,2,6,6,6,5,7,6,6,5,2,3,5,6,5,4,3,3,5,5,6,1,6,2,5,5,5,5,5,6,5,3,20,Male,High School / GED,English,Caucasian/White,None,A1PAMVTKGCXSWQ,Yes
for,My uncle who was my caregiver verbally abused me. He told me very bad things,13-Dec,Yes,6,7,5,6,6,2,5,1,7,7,6,2,6,6,6,6,6,7,6,7,6,6,5,1,6,5,7,1,7,2,3,7,4,6,6,2,4,3,25,Female,2-year College Degree,English,African American/Black,no,A2GJK2MDTHNQ6Q,Yes
for,"My girlfriend at the time broke up with me , and later i found out it was because she was already talking to someone else. I was really hurt and sad about the whole thing i kept on thinking about what i did wrong. Time passed and we eventually bumped into each other again, and i held no sadness anymore i forgave her. I was hurt but not enough to hold anger in my heart anymore.","april , 2016",Yes,3,7,4,7,1,1,4,1,7,5,7,4,7,7,7,7,7,7,7,7,7,7,4,1,7,3,7,1,7,1,7,7,7,7,7,7,5,2,33,male,Some College,english,Latino/Hispanic,no problems,A3H6KECCE83132,Yes
for,"I stole something from the public school. My father found out, and hit me quite severely. I was not close to him for several years afterward. Eventually I forgave him. ",Apr-88,Yes,6,5,6,5,3,1,4,1,6,5,5,4,6,7,6,4,5,5,5,3,4,4,3,1,5,5,5,2,7,2,5,5,4,5,2,5,6,6,48,male,Doctoral Degree,english,Caucasian/White,,AC5UD8N187QD6,Yes
for,"My boss gave an assignment to me and a co-worker, Ann. Ann tanked her part of the job and snuck behind my back to the boss to blame it on me. My boss reamed me out publicly and humiliated me. At first she didn't believe me, but then she discovered Ann was the liar. She then publically apologized to me and I forgave her.","May, 2012",Yes,5,7,7,7,7,1,1,1,7,7,7,6,7,7,7,7,7,7,6,5,7,7,3,2,7,6,7,1,7,1,1,7,6,1,5,1,2,2,47,female,4-year College Degree,English,Caucasian/White,,A1TCURESP0T0NM,Yes
for,My moms ex husband. He was a terrible person for the most part. He harmed me emotionally becaused at the time he fueled my moms drug habit. Ended up shooting his son's dog and trying to shoot mine over killing a turkey. And not to mention the couple times I had to take my mom to the hospital because of him. I did end up forgiving him I guess because my mom left him and he is doing better now.,12-Jul,Yes,7,6,5,3,2,3,5,2,6,6,5,6,6,7,6,6,7,6,6,5,5,3,3,1,6,5,7,2,7,2,5,5,6,3,6,7,2,2,28,male,Some College,English,Caucasian/White,,A1TSD3O3C3ZUT6,Yes
for,"I was originally going to move across the country with my sister. We both saved up and added money to her bank account. About a month before we were slated to start moving, she got a new boyfriend. Long story short, she moved a couple weeks later with this guy she'd known for all of 3 weeks and left my ass here. She took all of the money, of course.",19-Feb,Yes,7,7,7,7,7,2,4,1,7,7,7,7,7,7,7,6,7,7,6,7,7,6,4,1,7,7,7,1,7,2,6,6,4,7,6,7,7,3,34,nb,4-year College Degree,english,Caucasian/White,No problems.,A1WL3NZ50YEOWP,Yes
for,"Some friends and myself were riding ATVs.  We had stopped to eat lunch for the day.  One of my friends had been trying to get me to race him most of the day, and decided that perhaps if he did a few doughnuts right in front of me that it would goad me into racing him.  As he came around and the rear of his machine was facing me a rock about the size of a golf ball was thrown by the tires into the side of my leg.  It knocked my legs out from under me and left a very nasty bruise. ","August, 2016",Yes,1,6,7,4,4,1,7,3,6,4,7,1,7,7,5,5,4,4,4,4,4,4,3,4,4,1,6,1,7,4,1,4,1,4,6,7,1,1,35,Male,2-year College Degree,English,Caucasian/White,,A2YZ52JQWUS2Z2,Yes
for,"My brother and i got into a fight one day. After a few days some of my things were missing including a Sony PSP. I asked my brother if he took them and he denied it. Later my other brother told me that the brother i got into a fight with did in fact steal my things. I didn't talk to him for a month because i was mad, but also really sad that he would steal from me. I eventual forgave him and we talk all the time.","october, 2015",Yes,6,6,5,2,2,1,2,2,5,5,6,1,6,6,5,2,2,4,6,7,4,5,3,2,4,3,6,1,6,4,2,6,5,4,5,5,2,2,33,male,2-year College Degree,English,Caucasian/White,Everything was clear and easy to understand.,A1CW0W7Q2NLDDJ,Yes
for,"My girlfriend cheated on me four years ago. It destroyed my life at the time. I didn't talk to her for a number of years after. I was crushed, I couldn't believe what she did. I went into depression. But I spoke to her a few months ago and I forgave her. It provided closure for me and I am happier now.",15-Mar,Yes,7,7,7,7,6,1,3,1,7,7,7,6,7,7,7,7,6,7,7,7,7,7,6,1,6,7,7,1,7,1,7,7,3,2,7,7,6,5,31,male,Masters Degree,english,Caucasian/White,no,A1MJWY7UO3CDSM,Yes
for,"My boyfriend was being shady and disheartening at random times and it was making me really suspicious but he kept calling me a ""paranoid bitch"" and after a while I started to believe I was. But I came home from work early unannounced to find him banging my best friend on our couch. I was emotionally devistated by catching them and its made me not trust people for a while. Though we broke up and I didn't trust him ever again, I forgave him which is nicer than what he did to me. ","May, 2017",Yes,7,6,6,6,7,7,4,7,7,7,7,5,7,6,7,7,7,6,7,6,7,7,6,1,6,7,7,1,7,1,7,6,3,7,6,7,7,6,33,Male,4-year College Degree,english,Caucasian/White,No problems with anything. ,A3I1W58P6SIV26,Yes
for,"About three years ago, there was a person from my job who was interested in personality. She was especially interested in taking the personality of those in the office. Being the dry, introvert I am, I knew how I was. However when the comment came over my introvertedness being the chief reason I couldn't do well in a job like that, it hurt me emotionally. After a few days though, I forgave them because the comment was based in reality.","March, 2017",Yes,3,2,3,4,3,1,2,1,2,2,5,2,3,4,4,3,3,2,2,2,3,2,3,3,3,2,2,2,5,4,2,2,5,2,2,3,2,1,28,MLE,4-year College Degree,English,African American/Black,,A1PP6DN7HB6Q9P,Yes
for,"i went to a bar to have a drink and after take two bottles i gave the bar man money but he said i didn't give him thinking i was drunk and he molested me and ask his bouncer to bounce me out , i felt ashamed and embarrassed  but all i could do was to go home but three days later he saw me in one of the store in the area and started apologizing that he later saw the money and ask me to forgive him and i did",12-Aug,Yes,7,5,7,6,7,2,6,7,5,7,1,5,5,6,5,7,7,7,6,1,5,5,7,1,6,5,6,1,7,5,6,2,5,7,6,7,7,7,40,Male,4-year College Degree,English Language,Caucasian/White,,A17LF7GCAFYMSL,Yes
for,"When I was 16, my mother remarried this man. He used to abuse me and my sisters. For a long time, I thought it was my fault until receiving therapy as an adult. I learned to realize he was a victim of his environment as I was, and learned to forgive him over time.","August, 2007",Yes,6,2,5,3,6,6,2,2,5,2,4,2,3,3,6,6,5,6,2,5,3,6,6,2,2,4,3,5,5,3,3,3,5,5,6,5,3,2,28,Male,2-year College Degree,English,African American/Black,NA,A1NON8I6W66EII,Yes
for,My mother did something to me that made me question trusting her. She made a statement about my kids that she thought was a joke but it wasn't. I began to explore what I was truly made about. Once I finished I allowed myself to view things from all angles. That allowed me to forgive her.,16-Jul,Yes,6,7,7,7,7,1,1,1,7,7,7,3,7,7,2,7,7,7,7,7,7,7,3,1,7,6,7,1,7,7,7,7,7,6,7,7,2,7,32,Male,4-year College Degree,English,African American/Black,"No, thanks for the study!",AA0RST8BZKSBU,Yes
for,I had a big fight with my best friend about 9  years ago. He harmed me emotionally so much by saying bad things about me. By yelling and shouting at me in front of other friends. I thought that  was the last day I am seeing him in my life. We didn't talk to each other for years. One day we accidently saw each other and talked to ech other and I forgive him for what ever happened. ,"August, 2011",Yes,5,6,6,5,5,2,3,2,5,4,5,4,5,6,5,5,5,6,6,5,5,5,3,5,3,5,6,3,5,6,5,6,5,6,6,6,5,5,34,female,4-year College Degree,Hindi,Asian/Asian American,none,AQ3HYOMBERB6D,Yes
for,I was young and had a boyfriend two years older than me. I went over to his house and we were sitting on the couch. He wanted to have sex but we've already gotten in trouble before and I said no. He called me names and other things and just made me feel bad.,6/15/11,Yes,6,6,3,5,5,2,6,1,5,5,6,3,6,6,4,4,4,5,5,6,6,4,5,3,5,5,5,2,4,2,2,5,4,4,3,1,3,2,22,female,High School / GED,english,Caucasian/White,,A1HAOXJVRYT43K,Yes
for,"My mom used to be really emotionally and physically abusive to me. She once insulted me and tried to get into a fight with me when I went against her wish and took a roadtrip with my friends to San Francisco. However, I later found out that she has Borderline Personality Disorder. As she got older, her symptoms got better, and she becomes the loving mom that I have always wished to have. Therefore, I've forgiven her for what she did to me. ",15-Apr,Yes,5,5,3,7,6,1,2,1,6,6,7,5,6,3,6,5,5,2,5,3,5,6,2,2,6,1,7,1,7,2,7,6,6,2,5,6,3,2,30,male,4-year College Degree,English,Caucasian/White,No,A1FXZRCV5J7R2G,Yes
for,"I met a lady in my church. At first, she was very friendly, and she even became a close friend for about a year.  Then I began to notice that several church members became very cold with me. Later, I found out she began spreading rumors about me and told these ladies that I was talking badly about them behind their back. It turned out one of the ladies decided to confront me in front of her. This is when the truth come out. In the end, she left church. I do not know where she is now. I forgave her.",16-Sep,Yes,6,3,2,5,3,2,3,2,5,5,5,3,5,5,5,4,3,4,5,3,3,5,3,2,5,5,5,3,3,3,3,5,4,2,3,6,3,3,49,Female,4-year College Degree,English,Caucasian/White,No,A3B8DP6KHMP3OS,Yes
for,I was involved in a relationship with a girl that called me her soul mate. I wasn't into her as much as she was into me & she also wanted to have kids & I didn't.  That should have clued me in on what was about to happen. One day I called her & she didn't answer. I thought that was weird because she always answers or calls me back right away. I was concerned so I decided to drive to her house to check on her. There was a strange car in her driveway. I knocked on her door & she came out & was forced to explain she was with another guy on a date. They eventually married & had a kid. It hurt my ego at the time but I got over it fairly fast & forgave her.,"May, 2011",Yes,5,6,7,5,3,1,2,1,6,5,7,2,7,6,6,5,6,5,6,5,5,5,3,1,7,5,6,1,7,4,3,5,4,5,5,7,4,4,44,Male,4-year College Degree,English,Caucasian/White,,AYW62R027PUT1,Yes
for,my boyfriend was seeing someone behind my back. I was very angry when I found the messages between them. We talked about the situation and I texted the girl telling her that it was over and she needed to leave him alone. I mainly forgave him because at this time he was very ill and in the hospital. I still wonder if I did the right thing,14-Sep,Yes,6,5,5,5,2,1,1,1,5,6,6,4,6,5,5,4,4,5,6,5,6,3,3,1,5,4,7,2,6,1,6,5,5,5,5,6,5,2,38,female,Some College,english,Caucasian/White,n/a,A20MUNY2OLDCLC,Yes
for,My ex best friend told all my personal secrets to other people. I was so upset I just cried. She betrayed me and hurt me emotionally. It took some time to get over the whole thing. I felt like she did this out of spite. But in the end we did patch things up and became friends again over time.,16-Sep,Yes,7,7,6,6,6,2,2,3,6,7,7,2,7,7,6,6,6,6,7,7,7,5,4,2,6,7,7,2,6,1,7,6,6,2,6,7,6,2,41,F,Less than High School,English,Caucasian/White,no,A2IRBZJJEB9P5E,Yes
for,"My mother is crazy.  She is 65 years old and probably certifiably insane.The problem is is that she does not know it. She thinks everyone else is crazy. She walked past me today, I was sitting in the kitchen, and she had been at the stove cooking, and said to me under her breath, "" you are a pussy! "" I was like WTF?? I forgive her, but it hurt me emotionally none the less..",20-Mar,Yes,7,7,7,7,7,7,1,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,6,7,7,1,7,1,7,7,2,7,6,7,7,7,45,male,High School / GED,english,Caucasian/White,Nope it was fine.,A1UD8IFO0J4GW0,Yes
for,a parent put me in an emotionally unfair situation against another parent. they put me in the middle of their dispute and made me feel like i had to be a mediator. they would disparage the other parent and it was awkward because i did not appreciate being a release valve in this way. i didn't think it was my place to resolve their issues,"june, 2011",Yes,3,4,4,4,5,2,2,2,4,4,4,4,5,4,4,2,3,4,4,5,4,4,4,2,6,5,6,2,5,4,5,4,2,4,4,4,4,3,31,male,4-year College Degree,english,Caucasian/White,,A2J18K5IUQ2K4G,Yes
for,"For a long time my cousin use to jokingly (but she believed it) say I stole her DVD back when I was young. She truly believed this and while I honestly did not. It was such an odd thing to argue about because what she was blaming me happened years before but one day about 6 years ago, we were in the car and we were arguing about something else when she used the whole DVD stealing to attach my character. We were on our way to eat and I yelled at her saying that I didn't steal the DVDs and in that moment I got so frustrated and upset because shew as attacking my character. I said I'm not going to eat with her and turned the car around and went home. She left as well and for about 4 months I didn't call or speak to her. In the end I apologized because I was the one that reacted and she ended up apologizing as well and truly felt bad.",14-Jul,Yes,6,6,7,5,2,1,1,1,6,6,7,2,7,7,6,4,5,6,4,5,7,5,3,4,6,2,7,1,7,2,3,6,3,1,6,1,3,2,35,Female,4-year College Degree,English,Asian/Asian American,None,A1BM57TUNAQIXM,Yes
for,"Three years into college, I had a boyfriend that I truly adored. We were just getting closer to each other and started getting really comfortable with each other as well. We started off as close friends, so we were really close. During the summer, I found out he cheated on me. I usually don't let things like that bother me because we were dating for 3 months, but this one hurt. This hurt because we were like best friends, didn't expect him to do that. After a few years, I forgave him because his friendship was what I enjoyed the most. ",11-Jul,Yes,7,7,7,3,6,1,2,2,6,7,7,6,7,6,7,5,6,7,6,7,7,2,3,1,7,7,7,1,7,3,2,6,3,6,5,6,1,2,29,Female,Some College,English,African American/Black,,A2ASTDMWBCFIP0,Yes
for,"I was in a relationship with a person who was a recovering alcoholic. We were very close and I thought I was helping him in life. However, he 'cracked' and got drunk one night. He was extremely emotionally abusive, telling me he hated me, I was ugly and stupid, I ruined his life, he couldn't stand the sight of me.  The relationship ended that night. We talked, apologized forgave and made up and he is still a friend of mine, but our close relationship was over after that.",15-Jul,Yes,5,6,6,6,7,4,5,1,6,6,6,3,3,6,6,5,6,5,4,5,6,6,6,1,7,6,7,1,7,2,5,7,5,5,7,6,5,4,44,Female,Some College,English,Caucasian/White,"No, I thought everything was clear and the questions were easy to understand. ",A1XM0SQUNC4EFH,Yes
for,"My ex and I have a complicated relationship, we're broken up but we still talk to each other all the time. This past summer we were texting and out of the blue, she tells me that she doesn't want me in her life anymore and that was the end of our communication for about a month. It really hurt me because we had just gotten to a point in our relationship where I began to really consider her a friend and we had come to rely on each other for support. Eventually, she called me and over weeks we patched things up, i forgave her and we became friends again",19-Jul,Yes,4,6,6,3,2,1,2,1,6,5,7,5,6,6,6,5,5,5,5,5,3,3,2,2,7,5,7,1,7,3,5,7,5,6,5,2,3,4,33,male,Some College,english,African American/Black,,AX3EXSGDXF9ZJ,Yes
for,"My best friend completely stopped talking to me after more than 30 years of friendship.  It was due to a new love interest in his life that was jealous of our friendship. It was totally unnecessary and really hurt my feelings. I did end up forgiving him for my own mental health but we still have not spoken, I just don't hold it against him anymore. ",13-May,Yes,6,6,6,6,2,1,1,1,6,6,5,7,6,7,7,3,3,7,6,6,6,6,2,2,6,7,6,1,7,3,6,5,3,3,2,2,5,5,40,male,Some College,english,Caucasian/White,no,A4IH4CO046EV3,Yes
for,I was living in a recovery home for booze addiction about nine years ago. One morning I came from town to have another resident named Paul accuse me to the people in charge that I was not in the building last note. An offense like they will lynch you over. So after defending myself it was obvious I wasn't winning. I got tossed from the program. Years later I was over it and it turned out the next program work. Irrespective of that I forgave anyway which is my way onnce I cool off for a week or so ,12-Aug,Yes,6,7,7,7,7,1,2,1,7,7,7,4,7,7,7,7,7,7,6,7,7,7,1,3,7,7,7,1,7,4,4,7,4,3,7,7,5,6,53,Male,Some College,English,Caucasian/White,,A37P8UZ3SAKM7A,Yes
for,My neighbor accused me of something that I did not do.  She told other neighbors.  I was offended and troubled at first.  But my neighbors did not believe her because she has issues.  I have forgiven her and moved on.,11-Aug,Yes,5,5,4,3,4,1,1,1,3,3,5,3,7,7,7,4,4,3,3,4,3,6,2,3,4,2,5,3,5,3,4,5,3,5,4,5,2,2,68,male,2-year College Degree,english,Caucasian/White,,AKVDY8OXNMQED,Yes
